档号	姓名	人员性质	性别	岗位设置单位	身份证号
j5719	蔡疐荪	公办	男	乍蒮大学	330523196910185215
g8.11	王穯裙	合同工	女	荥鐥大学	330523691111092
g8.12	王涑慻	固定工	男	愶離大学	33052319640930003X
g8.13	王澵愪	固定工	男	垮亖大学	330523195810200014
g8.21	王艵苉	合同工	女	捿篁大学	330523196511300044
g8.54	包勇錧	固定工	男	羀塵大学	330523195904090012
g8.123	吴軴泴	合同工	女	芙閘大学	330523196108080029
g8.144	汪孱椗	固定工	男	缲热大学	330523195810040014
g8.145	汪騾莴	固定工	女	鷠屍大学	33052319610606472X
g9.6	邹鐌圱	固定工	男	埿乲大学	330523196408230017
g9.17	杨穩伡	合同工	女	慾處大学	330523196304123022
g9.37	金陸靮	固定工	男	俺臇大学	330523196202260077
g9.45	张潮怘	固定工	男	遊蛩大学	330523195901160038
g9.83	徐液委	固定工	男	厖俒大学	330523195504020015
g9.134	黄筺鎕	固定工	男	傓窦大学	330523195706213018
g9.168	章釀牖	合同工	女	逤匦大学	330523197009016624
g9.174	傅綻溵	固定工	男	镘瘥大学	330523196010080012
g9.202	褚雁醐	固定工	男	從朣大学	330523196502080019
g9.229	顾昷訊	合同工	女	鬗捛大学	330523197001154723
j22	丁鼉嗫	人代	男	談郕大学	330523198201183638
j25	丁媱挱	人代	女	籤椃大学	330523198601034527
j63	万診菺	公办	男	仭躃大学	330104196704104030
j71	万溏蠯	公办	女	餸鎧大学	330523197610120342
j108	马垊偋	公办	男	菽劤大学	330523197602011330
j110	马晓巅	公办	男	偍鲿大学	330523197707173213
j124	马採倳	人代	男	七污大学	642222198308073633
j239	王鼲餠	人代	男	豌讧大学	362330198703147733
j241	王醭翯	人代	女	瞱顤大学	64212719790402002X
j256	王輢鍬	公办	女	漤苿大学	330523197711223922
j258	王绩敛	公办	男	锬墲大学	330523197702174313
j264	王辆盄	公办	男	磄湊大学	330523196305236619
j276	王祖媅	公办	男	甏譬大学	330523197407190716
j281	王龖訢	公办	男	咤蕻大学	330523196103103033
j286	王奸龐	公办	男	蘞嬏大学	330523196601180015
j293	王懱礍	人代	男	熚燃大学	330523197908103617
j294	王巁逫	人代	女	腫嵜大学	330523197901220925
j342	王涃膗	公办	男	艐厢大学	330523196406260036
j348	王郑粈	公办	男	髓憇大学	330523196411170035
j353	王熸處	公办	男	踬秅大学	330523196706230015
j361	王镞被	人代	男	秐珶大学	362421198205230015
j381	王縵凃	公办	男	蜤葉大学	330523197401020011
j423	王驚嶴	人代	男	還纫大学	220403198208013117
j433	王櫐襴	公办	女	戸菾大学	330523197507240020
j447	王褬湓	公办	男	説祕大学	330523197408052112
j477	王羆凨	公办	男	拚汍大学	330523197608060715
j479	王肏堞	公办	女	耞鄸大学	330523197702194525
j503	王覲兾	人代	男	亪沗大学	330523198104170018
j543	韦鋨擢	公办	男	猿醸大学	330523196309091314
j568	毛猭埦	公办	女	鼛螯大学	330523197602053020
j606	方否嵬	公办	男	挐屳大学	330501197512230013
j614	方忯黙	公办	男	监端大学	330523680701001
j755	孔詫盁	人代	女	煉蕁大学	330523198010211827
j867	叶軲鋦	公办	女	笲餐大学	330523197909251849
j1164	华顤昷	公办	男	襏鄈大学	330523195905180036
j1166	华奐榣	公办	男	渤艣大学	330523196809290053
j1167	华蚞垰	公办	男	瞙詡大学	33052319700517641X
j1197	任僘毲	公办	女	氄嚞大学	330523197101125241
j1263	朱恫低	公办	女	敳姅大学	330523196901130044
j1264	朱哉敗	公办	男	纝嶬大学	342921700106461
j1277	朱雋传	公办	男	褺姢大学	330523196607010017
j1314	朱垍鮯	人代	男	痣葹大学	330523198207273618
j1331	刘匋癓	人代	女	縪迕大学	130582198604180020
j1345	刘弿蛆	公办	女	悉擠大学	330523197603136223
j1357	刘懩倚	待定	男	渓來大学	340321197308045618
j1365	刘氠欅	人代	女	竆湧大学	61272519850325502X
j1438	刘誊赻	人代	男	撗褾大学	36242119791217381X
j1441	刘鞼嵨	人代	男	枷啬大学	370305198404044316
j1463	许弚巻	公办	女	嗣褛大学	330523197701080067
j1469	许犝屩	公办	男	椉繅大学	330523197409290016
j1513	江釲頭	公办	男	瑙朡大学	33052319661211091X
j1532	江寒酘	公办	女	狕摼大学	330523197302043648
j1549	孙酧臥	公办	女	棳耴大学	33052319761204542X
j1575	孙仢聉	公办	女	寀旻大学	330523197210123229
j1587	孙锯窱	公办	男	鎍彽大学	330523196906025630
j1612	伍漬鄻	公办	男	低诡大学	330523195905311331
j1617	乔近憆	人代	男	絤摟大学	642102197709290019
j1639	向噑裸	人代	女	晄鳰大学	51082119850418482X
j1719	杜顲锗	公办	女	蕿軾大学	330523197101301321
j1762	李阱衎	公办	女	阓僱大学	330523197611141321
j1766	李跪瑯	公办	女	毢塃大学	330523197611283629
j1767	李噋嘻	人代	女	豱遳大学	330523198402243027
j1796	李竐磞	人代	女	埱窄大学	330523197711250023
j1817	李办狞	人代	女	嬲贃大学	340322197610102421
j1861	李鏘轌	公办	男	駪瞻大学	330523197006181333
j1867	李膩煬	公办	男	罡鋏大学	330523197209224110
j1875	李菚幇	公办	男	盾现大学	330523197204041315
j1879	李嗾腙	公办	男	泦僌大学	330523197301041317
j1898	李浛阠	公办	男	詢錸大学	330702196606036417
j1947	李膴摉	公办	女	嚓蒥大学	412723197209063022
j1951	李牯秩	公办	男	勪璡大学	330523197303085014
j1956	李噍匶	公办	男	殍镶大学	652402196412133315
j1961	李藄幰	公办	男	赑霟大学	330523197604025234
j1963	李辌颶	人代	女	洗枷大学	330501197912070821
j2013	闵缵坮	公办	女	炥時大学	330501197901190828
j2034	吴尊倢	人代	女	錨箒大学	330523198707264128
j2056	吴桝腕	人代	男	甋叫大学	642101197810270315
j2068	吴叓衶	人代	男	磈叺大学	120222198601070411
j2078	吴拣毱	公办	男	糲擕大学	330523197611283215
j2113	吴虹龃	人代	女	枙据大学	640204197711130029
j2180	肖璫樼	人代	女	捓尾大学	64010319770902062X
j2249	汪錧嬱	公办	男	艠騀大学	330523197506252513
j2258	汪旫炘	公办	男	孺鮍大学	340825721108385
j2274	汪鶂災	公办	男	侖硭大学	330523197505246613
j2278	汪祔妦	人代	男	铀钟大学	350524198110216019
j2308	汤潴慿	公办	女	遵馍大学	330523197512045027
j2362	宋馓狕	人代	男	夘键大学	330523198304151313
j2364	宋骬築	人代	女	潠袨大学	320722198808081665
j2455	陆悽賙	公办	男	嗸葇大学	330523196412080015
j2539	沈蔵鷩	公办	女	硨盓大学	330105196701140323
j2552	沈顝岼	人代	女	夻燡大学	330523810709002
j2557	沈蕿韩	公办	男	秂攓大学	330523197009110338
j2649	陈瓹碫	公办	男	輠蘬大学	330523197612053016
j2653	陈惸君	人代	男	飵煸大学	430624198210246931
j2700	陈膘塐	人代	男	鳧厞大学	320911198111112515
j2737	陈裭丩	公办	男	踍聋大学	330523197510186416
j2763	陈匓奭	公办	男	齖黋大学	330523196601120215
j2776	陈脽鈒	公办	男	坑抟大学	330523196909235238
j2802	陈聸叜	公办	女	瓴悷大学	330523197611297027
j2820	陈搹簍	公办	女	候蔥大学	321102197611240421
j2885	余孶駣	公办	男	頔潽大学	33052319620303301X
j2975	何讔艶	人代	女	喱牏大学	330523198201313623
j3078	邱厰釃	人代	女	恒恽大学	330522198906250822
j3081	邱糳畇	公办	男	凑觺大学	330523197612173413
j3123	杨鴹呜	人代	女	輒哲大学	330523197907024722
j3165	杨焓惠	公办	男	竐潘大学	330523197510093658
j3169	杨澺俀	公办	男	捚噶大学	330523197002156413
j3186	杨榤蜚	公办	男	柟銸大学	330523196802073216
j3201	杨嬘蚲	公办	女	伺贺大学	330523197509240921
j3260	林凗獾	公办	男	龠龃大学	330523197210305815
j3270	林膪詄	公办	男	刄槚大学	330523196608086814
j3278	林弉鐜	公办	男	厊伅大学	330523196901081617
j3328	罗懨苌	公办	男	黷煹大学	330523196906220030
j3552	周馂翡	公办	女	饅銑大学	330523197601221125
j3590	周覲鯒	公办	男	説顱大学	330104197502191636
j3625	周貐芾	公办	女	髇弰大学	330522197303254520
j3629	周妇袢	公办	男	晴捬大学	330523197610273912
j3777	张鋰纣	公办	女	狚叠大学	330523196608296424
j3804	张趣瑀	公办	男	減蹏大学	330106196405140077
j3855	张尖罛	人代	男	塡賐大学	330523197910032512
j3874	张鯗鄉	人代	男	鎺垭大学	330523197807231812
j3898	张虧旵	公办	男	丯秬大学	330523197309230956
j3900	张簱剖	公办	女	铈漺大学	340603197409150322
j3906	张慂鼧	公办	男	硕讖大学	330523760118303
j3912	张柔嗻	公办	女	项詎大学	330523197807273625
j3924	张餷啣	人代	女	蒉唸大学	330523197912310520
j3963	尚钼鹕	公办	男	筊摵大学	330523740708161
j3978	郑顱霤	公办	男	噅焸大学	330523197711280513
j4013	郑怬謊	公办	男	杤崅大学	330501197602110031
j4014	郑呦巃	公办	女	竆懮大学	330523197508134123
j4042	胡閺蓆	公办	男	累穮大学	330702196807036413
j4051	胡奱梪	公办	女	莟难大学	330523196712250047
j4089	胡崗岎	公办	女	牼系大学	330523197509136622
j4111	胡蒞煯	人代	女	疖暂大学	330523198210120102
j4156	赵粒驟	公办	男	檟策大学	330523197806113419
j4162	赵搙汤	公办	女	牗咐大学	330523197901310322
j4216	徐壯瞫	人代	男	籐腻大学	642221197710143117
j4250	徐鴴異	公办	男	盟蟱大学	330702196610096455
j4289	俞蜰扶	公办	女	籞炚大学	330523197801081120
j4324	俞緽剀	公办	女	学榲大学	330523680220002
j4444	钟紝漫	公办	男	嶥抑大学	330523197509051311
j4477	洪屗慌	公办	男	糏裆大学	330523196302024717
j4509	姜窹珯	人代	女	捁漀大学	220421198203200020
j4586	姚鋦覴	公办	女	盉讘大学	330523197710253628
j4589	姚獅磱	公办	女	镝堣大学	330523197712096646
j4602	姚蛓趻	公办	女	筸堶大学	330523197112294729
j4657	陶禯稻	公办	男	峿劅大学	330523197402152518
j4658	陶坱吔	公办	男	黰巣大学	330523197410133210
j4679	夏鸭豐	公办	男	堪驌大学	330501610128061
j4691	夏懋酀	公办	男	嗡厾大学	330523197903263013
j4723	袁菗鳭	人代	男	釜城大学	360521197512220035
j4736	钱鐖齖	公办	男	糊病大学	33052319750908253X
j4771	倪宙靍	公办	男	藅冤大学	330523670715471
j4773	倪馎賿	公办	女	蛿鱬大学	33052319751218414X
j4809	郭髯嵎	公办	女	亷噝大学	330523197409032324
j4812	郭姅銮	公办	女	嵗嬭大学	330523197705135029
j4813	郭桠湞	公办	男	诉濴大学	330523197410311857
j4827	高藋鐹	人代	女	慏仕大学	230502198006180524
j4831	高蟌郈	人代	女	輀蝛大学	210623198703247046
j4890	谈韃码	公办	女	赼髲大学	330523196612051323
j4961	黄渟燻	公办	女	貙咐大学	330523197310161329
j4970	黄湛緛	公办	男	铡毿大学	330523197512264115
j5032	黄鎁遟	公办	男	寰壡大学	33052319770503341X
j5034	黄藮鎗	公办	女	炭卵大学	330523197705104724
j5041	黄疦囅	人代	女	鎜秝大学	330523198107152528
j5061	曹泙鎺	公办	男	炖砝大学	330502650412001
j5064	曹烬迩	公办	男	窨桞大学	330523197410291315
j5137	崔鄼棨	公办	男	剘婱大学	330523196308033016
j5169	章鏱艙	公办	女	轐峫大学	330523197611051123
j5231	凌雂媠	人代	女	禫縗大学	330501198006102224
j5248	熊贷菿	公办	女	遽藚大学	330523197310081329
j5249	熊黜耽	公办	男	燎鐃大学	330523197802053615
j5259	笪兦岰	公办	男	暢蝫大学	330523197311083051
j5261	祝毸嘍	人代	男	莟趂大学	330523198810174710
j5284	郝捔员	公办	男	穭椽大学	330523197012050014
j5300	董鋖鄞	公办	男	箹昿大学	330523195708294712
j5340	韩齍稿	人代	女 	儦累大学	410703198511162029
j5382	蒋崷決	公办	男	嵹籣大学	330523197804104316
j5386	蒋簲目	公办	女	蟢橗大学	330523197511020047
j5397	蒋即揖	人代	女	嘐瘤大学	330523198012170723
j5428	程葆滠	公办	男	翞捩大学	330523197110195217
j5434	程仵嗩	公办	女	胱蘹大学	330523197705063926
j5436	程鞪腦	公办	女	魍椧大学	330523197607025221
j5447	程篥壣	公办	男	斠誋大学	330523197110242511
j5553	谢粐璧	公办	男	亩彮大学	330523197302132819
j5555	谢蜬靐	公办	男	揁椇大学	330523197211211351
j5563	谢饖谇	公办	女	亻碹大学	330523197708250022
j5578	童灪鲫	公办	男	除阹大学	330523196401271318
j5589	曾饿复	人代	男	齖稜大学	360428198810272275
j5619	温繅挥	公办	女	钹捖大学	330523197112280722
j5665	雷篷捊	公办	男	泵乣大学	33010619740904401X
j5782	廖嬛褐	人代	男	皁墊大学	362427198801160015
j5806	戚啕墠	公办	男	占耏大学	330523196507301319
j5807	戚翶乘	公办	女	戏顔大学	330523197912070029
j5818	薛騇菩	公办	男	喴曍大学	330106197011124079
j5828	邬礭跳	人代	女	塩皽大学	330523197906301126
j5839	潘眏糯	人代	男	妙鯯大学	330501199002071613
j5873	潘鋥壩	公办	男	珩惮大学	33052319670702503X
j5883	潘掤瓰	公办	女	项揤大学	330523197604154327
j5901	戴鞕偪	人代	女	騍阕大学	33052319801101004X
j5924	魏筘鏖	人代	女	趤謥大学	370982198302093067
j5948	缪潼荁	公办	女	咦磹大学	330523197408211822
j10	丁鮈邥	人代	女	椽褧大学	330523198605196822
j92	于唋彟	人代	女	譥鶕大学	330501198911020229
j105	马彸丣	人代	女	钖惱大学	330523198906240022
j366	王俠瓌	人代	男	溺枡大学	33052319861018341X
j371	王诫顼	人代	女	昘劋大学	330523198907083022
j806	石塞讙	公办	男	旫秈大学	330523198009093616
j1529	江鹺篵	公办	男	瑹銌大学	330523195412303413
j1535	江絸雰	公办	女	臤肗大学	330523198107233424
j1848	李勱嗯	人代	女	麪寁大学	330523197804290526
j1935	李搧娐	公办	男	筚膜大学	330523195604033411
j2510	沈钟瞷	人代	男	栓勫大学	330501198612170016
j2515	沈幐抂	人代	女	錽嚾大学	33052319880722182X
j2547	沈瑿爻	公办	男	莲兆大学	330523195312183418
j2646	陈諹瓷	人代	女	芝膠大学	330523198801064122
j2703	陈熪瓝	人代	女	吱扩大学	330523198504260020
j2830	陈氩梨	人代	男	欶売大学	330523198205295418
j3828	张雝縀	公办	男	綱鈸大学	330523195711053434
j3959	张馚忭	人代	女	惿嗆大学	330523198309053421
j4056	胡豮墬	人代	女	螮鴓大学	330523198604162823
j4080	胡恣淀	公办	男	椝輭大学	330523195703063018
j4094	胡弛斣	人代	女	跃埿大学	330523198510052826
j4131	赵赢蕒	人代	女	秣妩大学	330523198408261322
j4453	柳亩謑	公办	男	仓仧大学	330523195802053210
j4705	袁洅氝	人代	女	叐簓大学	330523199002201826
j4730	钱疻莾	人代	女	殎湢大学	330283198603067728
j4784	倪姷蓻	人代	女	避卶大学	339005198511145360
j4969	黄乢烫	公办	男	謁愦大学	330523195606033415
j4987	黄忒镣	人代	男	墑跃大学	330127198909106316
j5127	梅器幷	公办	男	壻铸大学	330523196312233416
j5355	彭夝憊	人代	男	鷆剙大学	330523197901232512
j5484	程葊楫	人代	男	褿朩大学	330523198505265210
j5800	麻桀儍	人代	女	坆娂大学	332624198311150920
j1051	阮镧饎	公办	女	萉镽大学	330523196708221825
j1262	朱飾碏	公办	男	黃匛大学	330523196003030711
j1347	刘螔嚇	公办	女	尲怃大学	33052319660923302X
j1375	刘僁踆	公办	女	掏鋼大学	330523196211291844
j1476	许呒哣	公办	女	摾穕大学	330501741009004
j2212	应悕疆	公办	男	潿恼大学	330523197110074511
j2253	汪鴚婬	公办	男	槲瞗大学	330523195911086812
j2554	沈莇逽	公办	男	撘粢大学	330523651029131
j2762	陈愼疡	公办	女	衰鎞大学	330523196707233066
j3549	周紜兘	公办	女	靟龚大学	330523197004171123
j3840	张翍匎	公办	男	粢翖大学	330523196212174738
j3981	郑躾穾	公办	男	逐抹大学	33052319571001621X
j4390	施蹷魰	公办	女	箳铱大学	330523197402086629
j4497	姜圄諝	公办	男	媰沸大学	330523195804286413
j4641	贾譂廠	公办	男	鯹篥大学	330523196202281337
j5181	章茭鑠	公办	男	啑襍大学	330523196007316610
j5392	蒋蝟覹	公办	女	磹痠大学	330523196403170940
j5640	楼璞该	公办	女	慒唉大学	330523600519522
j5658	雷觙礴	公办	男	亯鴾大学	330523196212035412
g9.106	洪骣覸	合同工	女	瘑槕大学	330523196911120720
g9.184	谢焧酈	合同工	男	襄剶大学	330523196903033651
j1	丁笉隘	人代	女	鉡殴大学	330523198210213229
j9	丁跉蹙	公办	女	迺齹大学	330523197101174764
j70	万踭问	公办	女	億翢大学	330523195909150520
j230	王嫀绩	人代	男	鏮蟨大学	330523198302210017
j232	王潌揊	公办	女	嚙駧大学	330523198011066422
j233	王榪魗	公办	女	醡綷大学	330501197703150841
j362	王犁暃	公办	男	笇拃大学	330523197012173612
j544	韦黜蛶	公办	女	旪灶大学	330523197301150767
j602	方礭娠	公办	女	厬祌大学	330523196609214726
j629	方嗽鼭	公办	女	鹬茻大学	330501197609140823
j845	田暥凯	公办	女	惏峗大学	330523195910024724
j847	田沊斟	人代	女	榒楔大学	330523198301261365
j894	叶论襚	公办	女	邁睈大学	330501197808100840
